apk,aplikasi,banget,bantu,bayar,daftar,jarang,logout,lumayan,namain,nomor,pake,panggil,suka,tipu,status,label
0.0,0.19127218616288727,0.0,0.0,0.0,0.0,0.0,0.0,0.2695759379457042,0.2695759379457042,0.2695759379457042,0.0,0.0,0.0,0.0,5,positif
0.0,0.2618645744294622,0.0,0.0,0.0,0.36906771278526884,0.0,0.36906771278526884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,negatif
0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,2,negatif
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5,positif
