rawContent,caseFolding,cleaning,tokenizing,stopword,normalized,stemmed
"Get contact sekarang jadi rusak, masa di buat login aja gk bisa kemudian force close terus. mohon di perbaiki dong","get contact sekarang jadi rusak, masa di buat login aja gk bisa kemudian force close terus. mohon di perbaiki dong",get contact sekarang jadi rusak masa di buat login aja gk bisa kemudian force close terus mohon di perbaiki dong,"['get', 'contact', 'sekarang', 'jadi', 'rusak', 'masa', 'di', 'buat', 'login', 'aja', 'gk', 'bisa', 'kemudian', 'force', 'close', 'terus', 'mohon', 'di', 'perbaiki', 'dong']","['get', 'contact', 'rusak', 'login', 'gk', 'force', 'close', 'mohon', 'perbaiki']","['get', 'contact', 'rusak', 'login', 'gk', 'force', 'close', 'mohon', 'perbaiki']","['get', 'contact', 'rusak', 'login', 'gk', 'force', 'close', 'mohon', 'baik']"
"apaan sih astagaaa, conection eror mulu, gwe liat tiktok, wa, ig, lancar lancar aja ini kok?","apaan sih astagaaa, conection eror mulu, gwe liat tiktok, wa, ig, lancar lancar aja ini kok?",apaan sih astagaaa conection eror mulu gwe liat tiktok wa ig lancar lancar aja ini kok,"['apaan', 'sih', 'astagaaa', 'conection', 'eror', 'mulu', 'gwe', 'liat', 'tiktok', 'wa', 'ig', 'lancar', 'lancar', 'aja', 'ini', 'kok']","['astagaaa', 'conection', 'eror', 'mulu', 'gwe', 'liat', 'tiktok', 'wa', 'ig', 'lancar', 'lancar']","['astagaaa', 'conection', 'eror', 'mulu', 'gwe', 'liat', 'tiktok', 'wa', 'ig', 'lancar', 'lancar']","['astagaaa', 'conection', 'eror', 'mulu', 'gwe', 'liat', 'tiktok', 'wa', 'ig', 'lancar', 'lancar']"
Saya instal aplikasi getcontact tapi tidak bisa di buka jadi mohon di jelaskan,saya instal aplikasi getcontact tapi tidak bisa di buka jadi mohon di jelaskan,saya instal aplikasi getcontact tapi tidak bisa di buka jadi mohon di jelaskan,"['saya', 'instal', 'aplikasi', 'getcontact', 'tapi', 'tidak', 'bisa', 'di', 'buka', 'jadi', 'mohon', 'di', 'jelaskan']","['instal', 'aplikasi', 'getcontact', 'buka', 'mohon']","['instal', 'aplikasi', 'getcontact', 'buka', 'mohon']","['instal', 'aplikasi', 'getcontact', 'buka', 'mohon']"
"Kenapa sudah diupgrade dan berlanganan, mau lihat tagar kontak ajah pakek bayar dan langganan lagi, makin gak beres aplikasiNya, sudah bayar jugak bagusNya gak ada aplNya..","kenapa sudah diupgrade dan berlanganan, mau lihat tagar kontak ajah pakek bayar dan langganan lagi, makin gak beres aplikasinya, sudah bayar jugak bagusnya gak ada aplnya..",kenapa sudah diupgrade dan berlanganan mau lihat tagar kontak ajah pakek bayar dan langganan lagi makin gak beres aplikasinya sudah bayar jugak bagusnya gak ada aplnya,"['kenapa', 'sudah', 'diupgrade', 'dan', 'berlanganan', 'mau', 'lihat', 'tagar', 'kontak', 'ajah', 'pakek', 'bayar', 'dan', 'langganan', 'lagi', 'makin', 'gak', 'beres', 'aplikasinya', 'sudah', 'bayar', 'jugak', 'bagusnya', 'gak', 'ada', 'aplnya']","['diupgrade', 'berlanganan', 'lihat', 'tagar', 'kontak', 'ajah', 'pakek', 'bayar', 'langganan', 'beres', 'aplikasinya', 'bayar', 'jugak', 'bagusnya', 'aplnya']","['diupgrade', 'berlanganan', 'lihat', 'tagar', 'kontak', 'ajah', 'pakek', 'bayar', 'langganan', 'beres', 'aplikasinya', 'bayar', 'jugak', 'bagusnya', 'aplnya']","['diupgrade', 'berlanganan', 'lihat', 'tagar', 'kontak', 'ajah', 'pakek', 'bayar', 'langgan', 'beres', 'aplikasi', 'bayar', 'jugak', 'bagus', 'aplnya']"
Mau daftar premium kenapa gabisa2 yaa?,mau daftar premium kenapa gabisa2 yaa?,mau daftar premium kenapa gabisa yaa,"['mau', 'daftar', 'premium', 'kenapa', 'gabisa', 'yaa']","['daftar', 'premium', 'gabisa', 'yaa']","['daftar', 'premium', 'gabisa', 'yaa']","['daftar', 'premium', 'gabisa', 'yaa']"
"Apliksinya jelek, bikin emosi, sdh login mau 10 tk bisa2, jelek sekali, sangat jlek","apliksinya jelek, bikin emosi, sdh login mau 10 tk bisa2, jelek sekali, sangat jlek",apliksinya jelek bikin emosi sdh login mau tk bisa jelek sekali sangat jlek,"['apliksinya', 'jelek', 'bikin', 'emosi', 'sdh', 'login', 'mau', 'tk', 'bisa', 'jelek', 'sekali', 'sangat', 'jlek']","['apliksinya', 'jelek', 'emosi', 'login', 'tk', 'jelek', 'jlek']","['apliksinya', 'jelek', 'emosi', 'login', 'tk', 'jelek', 'jlek']","['apliksinya', 'jelek', 'emosi', 'login', 'tk', 'jelek', 'jlek']"
Ini app apaan si masuk gabisa padahal email udh diverifikasi berkali2 bodoh bgt ini aplikasi,ini app apaan si masuk gabisa padahal email udh diverifikasi berkali2 bodoh bgt ini aplikasi,ini app apaan si masuk gabisa padahal email udh diverifikasi berkali bodoh bgt ini aplikasi,"['ini', 'app', 'apaan', 'si', 'masuk', 'gabisa', 'padahal', 'email', 'udh', 'diverifikasi', 'berkali', 'bodoh', 'bgt', 'ini', 'aplikasi']","['app', 'masuk', 'gabisa', 'email', 'udh', 'diverifikasi', 'berkali', 'bodoh', 'bgt', 'aplikasi']","['app', 'masuk', 'gabisa', 'email', 'udh', 'diverifikasi', 'berkali', 'bodoh', 'bgt', 'aplikasi']","['app', 'masuk', 'gabisa', 'email', 'udh', 'verifikasi', 'kali', 'bodoh', 'bgt', 'aplikasi']"
"Aplikasi jelek, TDK bisa login","aplikasi jelek, tdk bisa login",aplikasi jelek tdk bisa login,"['aplikasi', 'jelek', 'tdk', 'bisa', 'login']","['aplikasi', 'jelek', 'login']","['aplikasi', 'jelek', 'login']","['aplikasi', 'jelek', 'login']"
Butuh bayar agar bisa berfungsi,butuh bayar agar bisa berfungsi,butuh bayar agar bisa berfungsi,"['butuh', 'bayar', 'agar', 'bisa', 'berfungsi']","['butuh', 'bayar', 'berfungsi']","['butuh', 'bayar', 'berfungsi']","['butuh', 'bayar', 'fungsi']"
Sangat membantu jadi tau siapa saja yang kepo dengan kita,sangat membantu jadi tau siapa saja yang kepo dengan kita,sangat membantu jadi tau siapa saja yang kepo dengan kita,"['sangat', 'membantu', 'jadi', 'tau', 'siapa', 'saja', 'yang', 'kepo', 'dengan', 'kita']","['membantu', 'kepo']","['membantu', 'kepo']","['bantu', 'kepo']"
"masa buka tag doang harus kena tarif sih kan ribet min,","masa buka tag doang harus kena tarif sih kan ribet min,",masa buka tag doang harus kena tarif sih kan ribet min,"['masa', 'buka', 'tag', 'doang', 'harus', 'kena', 'tarif', 'sih', 'kan', 'ribet', 'min']","['buka', 'tag', 'doang', 'kena', 'tarif', 'ribet', 'min']","['buka', 'tag', 'doang', 'kena', 'tarif', 'ribet', 'min']","['buka', 'tag', 'doang', 'kena', 'tarif', 'ribet', 'min']"
"Kecewa beneran. Bukan nya verikasi ke whatsapp yang biasa ini mlh ke whatsapp gb, mulai pake metode verikasi lain, bisa pake nomor yg langsung ke whatsapp biasa tapi malah error. Lama pula nunggu, udh beda gak kaya dulu langsung masuk, kecewa banget di verifikasi nya.","kecewa beneran. bukan nya verikasi ke whatsapp yang biasa ini mlh ke whatsapp gb, mulai pake metode verikasi lain, bisa pake nomor yg langsung ke whatsapp biasa tapi malah error. lama pula nunggu, udh beda gak kaya dulu langsung masuk, kecewa banget di verifikasi nya.",kecewa beneran bukan nya verikasi ke whatsapp yang biasa ini mlh ke whatsapp gb mulai pake metode verikasi lain bisa pake nomor yg langsung ke whatsapp biasa tapi malah error lama pula nunggu udh beda gak kaya dulu langsung masuk kecewa banget di verifikasi nya,"['kecewa', 'beneran', 'bukan', 'nya', 'verikasi', 'ke', 'whatsapp', 'yang', 'biasa', 'ini', 'mlh', 'ke', 'whatsapp', 'gb', 'mulai', 'pake', 'metode', 'verikasi', 'lain', 'bisa', 'pake', 'nomor', 'yg', 'langsung', 'ke', 'whatsapp', 'biasa', 'tapi', 'malah', 'error', 'lama', 'pula', 'nunggu', 'udh', 'beda', 'gak', 'kaya', 'dulu', 'langsung', 'masuk', 'kecewa', 'banget', 'di', 'verifikasi', 'nya']","['kecewa', 'beneran', 'verikasi', 'whatsapp', 'mlh', 'whatsapp', 'gb', 'pake', 'metode', 'verikasi', 'pake', 'nomor', 'langsung', 'whatsapp', 'error', 'nunggu', 'udh', 'beda', 'kaya', 'langsung', 'masuk', 'kecewa', 'banget', 'verifikasi']","['kecewa', 'beneran', 'verikasi', 'whatsapp', 'mlh', 'whatsapp', 'gb', 'pake', 'metode', 'verikasi', 'pake', 'nomor', 'langsung', 'whatsapp', 'error', 'nunggu', 'udh', 'beda', 'kaya', 'langsung', 'masuk', 'kecewa', 'banget', 'verifikasi']","['kecewa', 'beneran', 'verikasi', 'whatsapp', 'mlh', 'whatsapp', 'gb', 'pake', 'metode', 'verikasi', 'pake', 'nomor', 'langsung', 'whatsapp', 'error', 'nunggu', 'udh', 'beda', 'kaya', 'langsung', 'masuk', 'kecewa', 'banget', 'verifikasi']"
Kurang ajar banget aplikasi ini. Mau berenti berlangganan ngak boleh. Pulsa aku habis di rampar. Aplikasi sial.,kurang ajar banget aplikasi ini. mau berenti berlangganan ngak boleh. pulsa aku habis di rampar. aplikasi sial.,kurang ajar banget aplikasi ini mau berenti berlangganan ngak boleh pulsa aku habis di rampar aplikasi sial,"['kurang', 'ajar', 'banget', 'aplikasi', 'ini', 'mau', 'berenti', 'berlangganan', 'ngak', 'boleh', 'pulsa', 'aku', 'habis', 'di', 'rampar', 'aplikasi', 'sial']","['ajar', 'banget', 'aplikasi', 'berenti', 'berlangganan', 'ngak', 'pulsa', 'habis', 'rampar', 'aplikasi', 'sial']","['ajar', 'banget', 'aplikasi', 'berenti', 'berlangganan', 'ngak', 'pulsa', 'habis', 'rampar', 'aplikasi', 'sial']","['ajar', 'banget', 'aplikasi', 'renti', 'langgan', 'ngak', 'pulsa', 'habis', 'rampar', 'aplikasi', 'sial']"
Aplikasi nya gajelas bikin ribet gabisa verifikasi,aplikasi nya gajelas bikin ribet gabisa verifikasi,aplikasi nya gajelas bikin ribet gabisa verifikasi,"['aplikasi', 'nya', 'gajelas', 'bikin', 'ribet', 'gabisa', 'verifikasi']","['aplikasi', 'gajelas', 'ribet', 'gabisa', 'verifikasi']","['aplikasi', 'gajelas', 'ribet', 'gabisa', 'verifikasi']","['aplikasi', 'gajelas', 'ribet', 'gabisa', 'verifikasi']"
Krng bagus harusnya full tanpa ada masa aktif,krng bagus harusnya full tanpa ada masa aktif,krng bagus harusnya full tanpa ada masa aktif,"['krng', 'bagus', 'harusnya', 'full', 'tanpa', 'ada', 'masa', 'aktif']","['krng', 'bagus', 'full', 'aktif']","['krng', 'bagus', 'full', 'aktif']","['krng', 'bagus', 'full', 'aktif']"
"Aplikasi sampah, buat daftar aja susah bet kesalahan server internal terus gabisa masuk.","aplikasi sampah, buat daftar aja susah bet kesalahan server internal terus gabisa masuk.",aplikasi sampah buat daftar aja susah bet kesalahan server internal terus gabisa masuk,"['aplikasi', 'sampah', 'buat', 'daftar', 'aja', 'susah', 'bet', 'kesalahan', 'server', 'internal', 'terus', 'gabisa', 'masuk']","['aplikasi', 'sampah', 'daftar', 'susah', 'bet', 'kesalahan', 'server', 'internal', 'gabisa', 'masuk']","['aplikasi', 'sampah', 'daftar', 'susah', 'bet', 'kesalahan', 'server', 'internal', 'gabisa', 'masuk']","['aplikasi', 'sampah', 'daftar', 'susah', 'bet', 'salah', 'server', 'internal', 'gabisa', 'masuk']"
Banyak bug nya,banyak bug nya,banyak bug nya,"['banyak', 'bug', 'nya']",['bug'],['bug'],['bug']
"Notifnya suka gajelas. Sering ada notif ""nomor anda sudah dicari sebanyak 1 kali hari ini"", pas dibuka malah ga ketauan siapa yg stalk, pdhl udh pake premium","notifnya suka gajelas. sering ada notif ""nomor anda sudah dicari sebanyak 1 kali hari ini"", pas dibuka malah ga ketauan siapa yg stalk, pdhl udh pake premium",notifnya suka gajelas sering ada notif nomor anda sudah dicari sebanyak kali hari ini pas dibuka malah ga ketauan siapa yg stalk pdhl udh pake premium,"['notifnya', 'suka', 'gajelas', 'sering', 'ada', 'notif', 'nomor', 'anda', 'sudah', 'dicari', 'sebanyak', 'kali', 'hari', 'ini', 'pas', 'dibuka', 'malah', 'ga', 'ketauan', 'siapa', 'yg', 'stalk', 'pdhl', 'udh', 'pake', 'premium']","['notifnya', 'suka', 'gajelas', 'notif', 'nomor', 'dicari', 'kali', 'pas', 'dibuka', 'ketauan', 'stalk', 'pdhl', 'udh', 'pake', 'premium']","['notifnya', 'suka', 'gajelas', 'notif', 'nomor', 'dicari', 'kali', 'pas', 'dibuka', 'ketauan', 'stalk', 'pdhl', 'udh', 'pake', 'premium']","['notifnya', 'suka', 'gajelas', 'notif', 'nomor', 'cari', 'kali', 'pas', 'buka', 'tau', 'stalk', 'pdhl', 'udh', 'pake', 'premium']"
padahal sy sdh verifikasi gmail ttp gk bisa masuk👎,padahal sy sdh verifikasi gmail ttp gk bisa masuk👎,padahal sy sdh verifikasi gmail ttp gk bisa masuk,"['padahal', 'sy', 'sdh', 'verifikasi', 'gmail', 'ttp', 'gk', 'bisa', 'masuk']","['sy', 'verifikasi', 'gmail', 'ttp', 'gk', 'masuk']","['sy', 'verifikasi', 'gmail', 'ttp', 'gk', 'masuk']","['sy', 'verifikasi', 'gmail', 'ttp', 'gk', 'masuk']"
Login nya lama!¡,login nya lama!¡,login nya lama,"['login', 'nya', 'lama']",['login'],['login'],['login']
Mau berhenti langganan dan ganti device gak bisa,mau berhenti langganan dan ganti device gak bisa,mau berhenti langganan dan ganti device gak bisa,"['mau', 'berhenti', 'langganan', 'dan', 'ganti', 'device', 'gak', 'bisa']","['berhenti', 'langganan', 'ganti', 'device']","['berhenti', 'langganan', 'ganti', 'device']","['henti', 'langgan', 'ganti', 'device']"
"Untuk mencari kontak hanya dengan uji coba beberapa kali saja, kalau maw cari kontak selamanya harus berbayar, dasar apk g guna","untuk mencari kontak hanya dengan uji coba beberapa kali saja, kalau maw cari kontak selamanya harus berbayar, dasar apk g guna",untuk mencari kontak hanya dengan uji coba beberapa kali saja kalau maw cari kontak selamanya harus berbayar dasar apk g guna,"['untuk', 'mencari', 'kontak', 'hanya', 'dengan', 'uji', 'coba', 'beberapa', 'kali', 'saja', 'kalau', 'maw', 'cari', 'kontak', 'selamanya', 'harus', 'berbayar', 'dasar', 'apk', 'g', 'guna']","['mencari', 'kontak', 'uji', 'coba', 'kali', 'maw', 'cari', 'kontak', 'berbayar', 'dasar', 'apk', 'g']","['mencari', 'kontak', 'uji', 'coba', 'kali', 'maw', 'cari', 'kontak', 'berbayar', 'dasar', 'apk', 'g']","['cari', 'kontak', 'uji', 'coba', 'kali', 'maw', 'cari', 'kontak', 'bayar', 'dasar', 'apk', 'g']"
Knp ga bs login ya? Mw yg ngelink ke WA tp ga bs2,knp ga bs login ya? mw yg ngelink ke wa tp ga bs2,knp ga bs login ya mw yg ngelink ke wa tp ga bs,"['knp', 'ga', 'bs', 'login', 'ya', 'mw', 'yg', 'ngelink', 'ke', 'wa', 'tp', 'ga', 'bs']","['knp', 'bs', 'login', 'mw', 'ngelink', 'wa', 'tp', 'bs']","['knp', 'bs', 'login', 'mw', 'ngelink', 'wa', 'tp', 'bs']","['knp', 'bs', 'login', 'mw', 'ngelink', 'wa', 'tp', 'bs']"
"Login ribet banget, berniat banget akses pake whatsapp","login ribet banget, berniat banget akses pake whatsapp",login ribet banget berniat banget akses pake whatsapp,"['login', 'ribet', 'banget', 'berniat', 'banget', 'akses', 'pake', 'whatsapp']","['login', 'ribet', 'banget', 'berniat', 'banget', 'akses', 'pake', 'whatsapp']","['login', 'ribet', 'banget', 'berniat', 'banget', 'akses', 'pake', 'whatsapp']","['login', 'ribet', 'banget', 'niat', 'banget', 'akses', 'pake', 'whatsapp']"
Kenapa tidak bisa melihat log panggilan pada nomor pencarian ya?,kenapa tidak bisa melihat log panggilan pada nomor pencarian ya?,kenapa tidak bisa melihat log panggilan pada nomor pencarian ya,"['kenapa', 'tidak', 'bisa', 'melihat', 'log', 'panggilan', 'pada', 'nomor', 'pencarian', 'ya']","['log', 'panggilan', 'nomor', 'pencarian']","['log', 'panggilan', 'nomor', 'pencarian']","['log', 'panggil', 'nomor', 'cari']"
"Ketika saya ingin mendaftarkan nomor saya ke getcontact , mengapa saat loading balik lagi di tempat untuk masuk/daftar? Saya mengulangi sudah beberapa menit.","ketika saya ingin mendaftarkan nomor saya ke getcontact , mengapa saat loading balik lagi di tempat untuk masuk/daftar? saya mengulangi sudah beberapa menit.",ketika saya ingin mendaftarkan nomor saya ke getcontact mengapa saat loading balik lagi di tempat untuk masukdaftar saya mengulangi sudah beberapa menit,"['ketika', 'saya', 'ingin', 'mendaftarkan', 'nomor', 'saya', 'ke', 'getcontact', 'mengapa', 'saat', 'loading', 'balik', 'lagi', 'di', 'tempat', 'untuk', 'masukdaftar', 'saya', 'mengulangi', 'sudah', 'beberapa', 'menit']","['mendaftarkan', 'nomor', 'getcontact', 'loading', 'masukdaftar', 'mengulangi', 'menit']","['mendaftarkan', 'nomor', 'getcontact', 'loading', 'masukdaftar', 'mengulangi', 'menit']","['daftar', 'nomor', 'getcontact', 'loading', 'masukdaftar', 'ulang', 'menit']"
Belum bisa cara menggunakan ya belum bisa memberi nilaai,belum bisa cara menggunakan ya belum bisa memberi nilaai,belum bisa cara menggunakan ya belum bisa memberi nilaai,"['belum', 'bisa', 'cara', 'menggunakan', 'ya', 'belum', 'bisa', 'memberi', 'nilaai']",['nilaai'],['nilaai'],['nilaai']
"Gak bisa masa, tolong di benerin lagi aplikasi :(","gak bisa masa, tolong di benerin lagi aplikasi :(",gak bisa masa tolong di benerin lagi aplikasi,"['gak', 'bisa', 'masa', 'tolong', 'di', 'benerin', 'lagi', 'aplikasi']","['tolong', 'benerin', 'aplikasi']","['tolong', 'benerin', 'aplikasi']","['tolong', 'benerin', 'aplikasi']"
"Tidak sesuai, iklan terus jelek","tidak sesuai, iklan terus jelek",tidak sesuai iklan terus jelek,"['tidak', 'sesuai', 'iklan', 'terus', 'jelek']","['sesuai', 'iklan', 'jelek']","['sesuai', 'iklan', 'jelek']","['sesuai', 'iklan', 'jelek']"
Wahh aplikasi nya mantep bisa tau nama kita,wahh aplikasi nya mantep bisa tau nama kita,wahh aplikasi nya mantep bisa tau nama kita,"['wahh', 'aplikasi', 'nya', 'mantep', 'bisa', 'tau', 'nama', 'kita']","['wahh', 'aplikasi', 'mantep', 'nama']","['wahh', 'aplikasi', 'mantep', 'nama']","['wahh', 'aplikasi', 'mantep', 'nama']"
"Masa dikasih dibatasi dikit , katanya bisa lacak penipu ya gimana kalo dibatasi nya habis kalau bayar juga percuma orang di kasihnya di dikit","masa dikasih dibatasi dikit , katanya bisa lacak penipu ya gimana kalo dibatasi nya habis kalau bayar juga percuma orang di kasihnya di dikit",masa dikasih dibatasi dikit katanya bisa lacak penipu ya gimana kalo dibatasi nya habis kalau bayar juga percuma orang di kasihnya di dikit,"['masa', 'dikasih', 'dibatasi', 'dikit', 'katanya', 'bisa', 'lacak', 'penipu', 'ya', 'gimana', 'kalo', 'dibatasi', 'nya', 'habis', 'kalau', 'bayar', 'juga', 'percuma', 'orang', 'di', 'kasihnya', 'di', 'dikit']","['dikasih', 'dibatasi', 'dikit', 'lacak', 'penipu', 'gimana', 'dibatasi', 'habis', 'bayar', 'orang', 'kasihnya', 'dikit']","['dikasih', 'dibatasi', 'dikit', 'lacak', 'penipu', 'gimana', 'dibatasi', 'habis', 'bayar', 'orang', 'kasihnya', 'dikit']","['kasih', 'batas', 'dikit', 'lacak', 'tipu', 'gimana', 'batas', 'habis', 'bayar', 'orang', 'kasih', 'dikit']"
Awalnya sih bagus terus malah di suruh berlangganan dan berhamburan iklan👎mending gw buang dah aplikasi ngk mutu👎,awalnya sih bagus terus malah di suruh berlangganan dan berhamburan iklan👎mending gw buang dah aplikasi ngk mutu👎,awalnya sih bagus terus malah di suruh berlangganan dan berhamburan iklanmending gw buang dah aplikasi ngk mutu,"['awalnya', 'sih', 'bagus', 'terus', 'malah', 'di', 'suruh', 'berlangganan', 'dan', 'berhamburan', 'iklanmending', 'gw', 'buang', 'dah', 'aplikasi', 'ngk', 'mutu']","['bagus', 'suruh', 'berlangganan', 'berhamburan', 'iklanmending', 'gw', 'buang', 'dah', 'aplikasi', 'ngk', 'mutu']","['bagus', 'suruh', 'berlangganan', 'berhamburan', 'iklanmending', 'gw', 'buang', 'dah', 'aplikasi', 'ngk', 'mutu']","['bagus', 'suruh', 'langgan', 'hambur', 'iklanmending', 'gw', 'buang', 'dah', 'aplikasi', 'ngk', 'mutu']"
"Saya sudah berhenti berlangganan, tapi di kartu kredit masih ada tagian tiap bulan di zotlo get contac istanbul, parah , tolong di carikan solusi nya agar tidak ada tagihan","saya sudah berhenti berlangganan, tapi di kartu kredit masih ada tagian tiap bulan di zotlo get contac istanbul, parah , tolong di carikan solusi nya agar tidak ada tagihan",saya sudah berhenti berlangganan tapi di kartu kredit masih ada tagian tiap bulan di zotlo get contac istanbul parah tolong di carikan solusi nya agar tidak ada tagihan,"['saya', 'sudah', 'berhenti', 'berlangganan', 'tapi', 'di', 'kartu', 'kredit', 'masih', 'ada', 'tagian', 'tiap', 'bulan', 'di', 'zotlo', 'get', 'contac', 'istanbul', 'parah', 'tolong', 'di', 'carikan', 'solusi', 'nya', 'agar', 'tidak', 'ada', 'tagihan']","['berhenti', 'berlangganan', 'kartu', 'kredit', 'tagian', 'zotlo', 'get', 'contac', 'istanbul', 'parah', 'tolong', 'carikan', 'solusi', 'tagihan']","['berhenti', 'berlangganan', 'kartu', 'kredit', 'tagian', 'zotlo', 'get', 'contac', 'istanbul', 'parah', 'tolong', 'carikan', 'solusi', 'tagihan']","['henti', 'langgan', 'kartu', 'kredit', 'tagian', 'zotlo', 'get', 'contac', 'istanbul', 'parah', 'tolong', 'cari', 'solusi', 'tagih']"
Cuma kasih 2 bintang.. itu bru belakar makai aplikasi ini,cuma kasih 2 bintang.. itu bru belakar makai aplikasi ini,cuma kasih bintang itu bru belakar makai aplikasi ini,"['cuma', 'kasih', 'bintang', 'itu', 'bru', 'belakar', 'makai', 'aplikasi', 'ini']","['kasih', 'bintang', 'bru', 'belakar', 'makai', 'aplikasi']","['kasih', 'bintang', 'bru', 'belakar', 'makai', 'aplikasi']","['kasih', 'bintang', 'bru', 'bakar', 'maka', 'aplikasi']"
